country	group	value	ranking	name
POL	Social Perceptiveness	0.4167126	1	"Legal, social & cultural professionals"
PRT	Social Perceptiveness	0.4639004	1	Health professionals
ROU	Social Perceptiveness	0.4167126	1	"Legal, social & cultural professionals"
SWE	Social Perceptiveness	0.4639004	1	Health professionals
SVN	Social Perceptiveness	0.4639004	1	Health professionals
SVK	Social Perceptiveness	0.4639004	1	Health professionals
GBR	Social Perceptiveness	0.4639004	1	Health professionals
ZAF	Social Perceptiveness	0.4639004	1	Health professionals
AUT	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
AUT	Social Perceptiveness	0.4079345	3	Managers
AUT	Social Perceptiveness	0.4038349	4	"Legal, social & cultural associate professionals"
AUT	Social Perceptiveness	0.3941168	5	Teaching professionals
BEL	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
BEL	Social Perceptiveness	0.4038349	3	"Legal, social & cultural associate professionals"
BEL	Social Perceptiveness	0.3941168	4	Teaching professionals
BEL	Social Perceptiveness	0.3733482	5	Health associate professionals
BGR	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
BGR	Social Perceptiveness	0.4079345	3	Managers
BGR	Social Perceptiveness	0.4038349	4	"Legal, social & cultural associate professionals"
BGR	Social Perceptiveness	0.3941168	5	Teaching professionals
CHE	Social Perceptiveness	0.4038349	2	"Legal, social & cultural associate professionals"
CHE	Social Perceptiveness	0.3941168	3	Teaching professionals
CHE	Social Perceptiveness	0.3733482	4	Health associate professionals
CHE	Social Perceptiveness	0.3343375	5	Personal care workers
CYP	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
CYP	Social Perceptiveness	0.3941168	3	Teaching professionals
CYP	Social Perceptiveness	0.3328217	4	Business & admin professionals
CYP	Social Perceptiveness	0.3193224	5	Business & admin associate professionals
CZE	Social Perceptiveness	0.4079345	2	Managers
CZE	Social Perceptiveness	0.3733482	3	Health associate professionals
CZE	Social Perceptiveness	0.3343375	4	Personal care workers
CZE	Social Perceptiveness	0.3328217	5	Business & admin professionals
DEU	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
DEU	Social Perceptiveness	0.4079345	3	Managers
DEU	Social Perceptiveness	0.4038349	4	"Legal, social & cultural associate professionals"
DEU	Social Perceptiveness	0.3941168	5	Teaching professionals
DNK	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
DNK	Social Perceptiveness	0.4079345	3	Managers
DNK	Social Perceptiveness	0.3941168	4	Teaching professionals
DNK	Social Perceptiveness	0.3193224	5	Business & admin associate professionals
EST	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
EST	Social Perceptiveness	0.4079345	3	Managers
EST	Social Perceptiveness	0.4038349	4	"Legal, social & cultural associate professionals"
EST	Social Perceptiveness	0.3941168	5	Teaching professionals
GRC	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
GRC	Social Perceptiveness	0.3941168	3	Teaching professionals
GRC	Social Perceptiveness	0.3733482	4	Health associate professionals
GRC	Social Perceptiveness	0.3343375	5	Personal care workers
ESP	Social Perceptiveness	0.3941168	2	Teaching professionals
ESP	Social Perceptiveness	0.3733482	3	Health associate professionals
ESP	Social Perceptiveness	0.3328217	4	Business & admin professionals
ESP	Social Perceptiveness	0.3193224	5	Business & admin associate professionals
FIN	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
FIN	Social Perceptiveness	0.4079345	3	Managers
FIN	Social Perceptiveness	0.3941168	4	Teaching professionals
FIN	Social Perceptiveness	0.3733482	5	Health associate professionals
FRA	Social Perceptiveness	0.3941168	2	Teaching professionals
FRA	Social Perceptiveness	0.3733482	3	Health associate professionals
FRA	Social Perceptiveness	0.3157503	4	Protective services workers
FRA	Social Perceptiveness	0.2852535	5	Science & engineering professionals
HUN	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
HUN	Social Perceptiveness	0.4038349	3	"Legal, social & cultural associate professionals"
HUN	Social Perceptiveness	0.3941168	4	Teaching professionals
HUN	Social Perceptiveness	0.3733482	5	Health associate professionals
IRL	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
IRL	Social Perceptiveness	0.4079345	3	Managers
IRL	Social Perceptiveness	0.4038349	4	"Legal, social & cultural associate professionals"
IRL	Social Perceptiveness	0.3941168	5	Teaching professionals
ISL	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
ISL	Social Perceptiveness	0.4079345	3	Managers
ISL	Social Perceptiveness	0.4038349	4	"Legal, social & cultural associate professionals"
ISL	Social Perceptiveness	0.3941168	5	Teaching professionals
ITA	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
ITA	Social Perceptiveness	0.3941168	3	Teaching professionals
ITA	Social Perceptiveness	0.3328217	4	Business & admin professionals
ITA	Social Perceptiveness	0.3193224	5	Business & admin associate professionals
LTU	Social Perceptiveness	0.3733482	2	Health associate professionals
LTU	Social Perceptiveness	0.3343375	3	Personal care workers
LTU	Social Perceptiveness	0.3157503	4	Protective services workers
LTU	Social Perceptiveness	0.3097514	5	Sales workers
LUX	Social Perceptiveness	0.4079345	2	Managers
LUX	Social Perceptiveness	0.3941168	3	Teaching professionals
LUX	Social Perceptiveness	0.3733482	4	Health associate professionals
LUX	Social Perceptiveness	0.3328217	5	Business & admin professionals
LVA	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
LVA	Social Perceptiveness	0.4079345	3	Managers
LVA	Social Perceptiveness	0.3941168	4	Teaching professionals
LVA	Social Perceptiveness	0.3733482	5	Health associate professionals
NLD	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
NLD	Social Perceptiveness	0.4079345	3	Managers
NLD	Social Perceptiveness	0.3941168	4	Teaching professionals
NLD	Social Perceptiveness	0.3733482	5	Health associate professionals
NOR	Social Perceptiveness	0.4079345	2	Managers
NOR	Social Perceptiveness	0.4038349	3	"Legal, social & cultural associate professionals"
NOR	Social Perceptiveness	0.3941168	4	Teaching professionals
NOR	Social Perceptiveness	0.3328217	5	Business & admin professionals
POL	Social Perceptiveness	0.4079345	2	Managers
POL	Social Perceptiveness	0.4038349	3	"Legal, social & cultural associate professionals"
POL	Social Perceptiveness	0.3941168	4	Teaching professionals
POL	Social Perceptiveness	0.3733482	5	Health associate professionals
PRT	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
PRT	Social Perceptiveness	0.4038349	3	"Legal, social & cultural associate professionals"
PRT	Social Perceptiveness	0.3941168	4	Teaching professionals
PRT	Social Perceptiveness	0.3733482	5	Health associate professionals
ROU	Social Perceptiveness	0.4079345	2	Managers
ROU	Social Perceptiveness	0.4038349	3	"Legal, social & cultural associate professionals"
ROU	Social Perceptiveness	0.3941168	4	Teaching professionals
ROU	Social Perceptiveness	0.3733482	5	Health associate professionals
SWE	Social Perceptiveness	0.4079345	2	Managers
SWE	Social Perceptiveness	0.3941168	3	Teaching professionals
SWE	Social Perceptiveness	0.3733482	4	Health associate professionals
SWE	Social Perceptiveness	0.3328217	5	Business & admin professionals
SVN	Social Perceptiveness	0.3733482	2	Health associate professionals
SVN	Social Perceptiveness	0.3343375	3	Personal care workers
SVN	Social Perceptiveness	0.3193224	4	Business & admin associate professionals
SVN	Social Perceptiveness	0.3097514	5	Sales workers
SVK	Social Perceptiveness	0.4079345	2	Managers
SVK	Social Perceptiveness	0.4038349	3	"Legal, social & cultural associate professionals"
SVK	Social Perceptiveness	0.3733482	4	Health associate professionals
SVK	Social Perceptiveness	0.3343375	5	Personal care workers
GBR	Social Perceptiveness	0.4079345	2	Managers
GBR	Social Perceptiveness	0.3941168	3	Teaching professionals
GBR	Social Perceptiveness	0.3343375	4	Personal care workers
GBR	Social Perceptiveness	0.3193224	5	Business & admin associate professionals
ZAF	Social Perceptiveness	0.4167126	2	"Legal, social & cultural professionals"
ZAF	Social Perceptiveness	0.4079345	3	Managers
ZAF	Social Perceptiveness	0.3941168	4	Teaching professionals
ZAF	Social Perceptiveness	0.3343375	5	Personal care workers
AUT	Social Skills	0.3671637	1	Health professionals
BEL	Social Skills	0.3671637	1	Health professionals
BGR	Social Skills	0.3671637	1	Health professionals
CHE	Social Skills	0.3372302	1	Teaching professionals
CYP	Social Skills	0.3671637	1	Health professionals
CZE	Social Skills	0.3671637	1	Health professionals
DEU	Social Skills	0.3671637	1	Health professionals
DNK	Social Skills	0.3671637	1	Health professionals
EST	Social Skills	0.3671637	1	Health professionals
GRC	Social Skills	0.3671637	1	Health professionals
ESP	Social Skills	0.3671637	1	Health professionals
FIN	Social Skills	0.3671637	1	Health professionals
FRA	Social Skills	0.36478	1	Managers
HUN	Social Skills	0.3671637	1	Health professionals
IRL	Social Skills	0.3671637	1	Health professionals
ISL	Social Skills	0.3671637	1	Health professionals
ITA	Social Skills	0.3671637	1	Health professionals
LTU	Social Skills	0.3372302	1	Teaching professionals
LUX	Social Skills	0.3671637	1	Health professionals
LVA	Social Skills	0.3671637	1	Health professionals
NLD	Social Skills	0.3671637	1	Health professionals
NOR	Social Skills	0.36478	1	Managers
POL	Social Skills	0.36478	1	Managers
PRT	Social Skills	0.3671637	1	Health professionals
ROU	Social Skills	0.36478	1	Managers
SWE	Social Skills	0.3671637	1	Health professionals
SVN	Social Skills	0.3671637	1	Health professionals
SVK	Social Skills	0.3671637	1	Health professionals
GBR	Social Skills	0.3671637	1	Health professionals
ZAF	Social Skills	0.3671637	1	Health professionals
AUT	Social Skills	0.36478	2	Managers
AUT	Social Skills	0.3372302	3	Teaching professionals
AUT	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
AUT	Social Skills	0.319676	5	"Legal, social & cultural associate professionals"
BEL	Social Skills	0.3372302	2	Teaching professionals
BEL	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
BEL	Social Skills	0.319676	4	"Legal, social & cultural associate professionals"
BEL	Social Skills	0.2989979	5	Health associate professionals
BGR	Social Skills	0.36478	2	Managers
BGR	Social Skills	0.3372302	3	Teaching professionals
BGR	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
BGR	Social Skills	0.319676	5	"Legal, social & cultural associate professionals"
CHE	Social Skills	0.3368384	2	"Legal, social & cultural professionals"
CHE	Social Skills	0.319676	3	"Legal, social & cultural associate professionals"
CHE	Social Skills	0.2989979	4	Health associate professionals
CHE	Social Skills	0.2786071	5	Science & engineering professionals
CYP	Social Skills	0.3372302	2	Teaching professionals
CYP	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
CYP	Social Skills	0.2963357	4	Business & admin professionals
CYP	Social Skills	0.2858122	5	Business & admin associate professionals
CZE	Social Skills	0.36478	2	Managers
CZE	Social Skills	0.2989979	3	Health associate professionals
CZE	Social Skills	0.2963357	4	Business & admin professionals
CZE	Social Skills	0.268776	5	Personal care workers
DEU	Social Skills	0.36478	2	Managers
DEU	Social Skills	0.3372302	3	Teaching professionals
DEU	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
DEU	Social Skills	0.319676	5	"Legal, social & cultural associate professionals"
DNK	Social Skills	0.36478	2	Managers
DNK	Social Skills	0.3372302	3	Teaching professionals
DNK	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
DNK	Social Skills	0.2858122	5	Business & admin associate professionals
EST	Social Skills	0.36478	2	Managers
EST	Social Skills	0.3372302	3	Teaching professionals
EST	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
EST	Social Skills	0.319676	5	"Legal, social & cultural associate professionals"
GRC	Social Skills	0.3372302	2	Teaching professionals
GRC	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
GRC	Social Skills	0.2989979	4	Health associate professionals
GRC	Social Skills	0.2963357	5	Business & admin professionals
ESP	Social Skills	0.3372302	2	Teaching professionals
ESP	Social Skills	0.3060188	3	Sales workers
ESP	Social Skills	0.2989979	4	Health associate professionals
ESP	Social Skills	0.2963357	5	Business & admin professionals
FIN	Social Skills	0.36478	2	Managers
FIN	Social Skills	0.3372302	3	Teaching professionals
FIN	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
FIN	Social Skills	0.2989979	5	Health associate professionals
FRA	Social Skills	0.3372302	2	Teaching professionals
FRA	Social Skills	0.2989979	3	Health associate professionals
FRA	Social Skills	0.2786071	4	Science & engineering professionals
FRA	Social Skills	0.2704746	5	Protective services workers
HUN	Social Skills	0.3372302	2	Teaching professionals
HUN	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
HUN	Social Skills	0.319676	4	"Legal, social & cultural associate professionals"
HUN	Social Skills	0.3060188	5	Sales workers
IRL	Social Skills	0.36478	2	Managers
IRL	Social Skills	0.3372302	3	Teaching professionals
IRL	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
IRL	Social Skills	0.319676	5	"Legal, social & cultural associate professionals"
ISL	Social Skills	0.36478	2	Managers
ISL	Social Skills	0.3372302	3	Teaching professionals
ISL	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
ISL	Social Skills	0.319676	5	"Legal, social & cultural associate professionals"
ITA	Social Skills	0.3372302	2	Teaching professionals
ITA	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
ITA	Social Skills	0.2963357	4	Business & admin professionals
ITA	Social Skills	0.2858122	5	Business & admin associate professionals
LTU	Social Skills	0.3060188	2	Sales workers
LTU	Social Skills	0.2989979	3	Health associate professionals
LTU	Social Skills	0.2786071	4	Science & engineering professionals
LTU	Social Skills	0.2704746	5	Protective services workers
LUX	Social Skills	0.36478	2	Managers
LUX	Social Skills	0.3372302	3	Teaching professionals
LUX	Social Skills	0.2989979	4	Health associate professionals
LUX	Social Skills	0.2963357	5	Business & admin professionals
LVA	Social Skills	0.36478	2	Managers
LVA	Social Skills	0.3372302	3	Teaching professionals
LVA	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
LVA	Social Skills	0.3060188	5	Sales workers
NLD	Social Skills	0.36478	2	Managers
NLD	Social Skills	0.3372302	3	Teaching professionals
NLD	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
NLD	Social Skills	0.2989979	5	Health associate professionals
NOR	Social Skills	0.3372302	2	Teaching professionals
NOR	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
NOR	Social Skills	0.319676	4	"Legal, social & cultural associate professionals"
NOR	Social Skills	0.2963357	5	Business & admin professionals
POL	Social Skills	0.3372302	2	Teaching professionals
POL	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
POL	Social Skills	0.319676	4	"Legal, social & cultural associate professionals"
POL	Social Skills	0.2989979	5	Health associate professionals
PRT	Social Skills	0.3372302	2	Teaching professionals
PRT	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
PRT	Social Skills	0.319676	4	"Legal, social & cultural associate professionals"
PRT	Social Skills	0.2989979	5	Health associate professionals
ROU	Social Skills	0.3372302	2	Teaching professionals
ROU	Social Skills	0.3368384	3	"Legal, social & cultural professionals"
ROU	Social Skills	0.319676	4	"Legal, social & cultural associate professionals"
ROU	Social Skills	0.3060188	5	Sales workers
SWE	Social Skills	0.36478	2	Managers
SWE	Social Skills	0.3372302	3	Teaching professionals
SWE	Social Skills	0.2989979	4	Health associate professionals
SWE	Social Skills	0.2963357	5	Business & admin professionals
SVN	Social Skills	0.3060188	2	Sales workers
SVN	Social Skills	0.2989979	3	Health associate professionals
SVN	Social Skills	0.2858122	4	Business & admin associate professionals
SVN	Social Skills	0.2786071	5	Science & engineering professionals
SVK	Social Skills	0.36478	2	Managers
SVK	Social Skills	0.319676	3	"Legal, social & cultural associate professionals"
SVK	Social Skills	0.3060188	4	Sales workers
SVK	Social Skills	0.2989979	5	Health associate professionals
GBR	Social Skills	0.36478	2	Managers
GBR	Social Skills	0.3372302	3	Teaching professionals
GBR	Social Skills	0.2858122	4	Business & admin associate professionals
GBR	Social Skills	0.268776	5	Personal care workers
ZAF	Social Skills	0.36478	2	Managers
ZAF	Social Skills	0.3372302	3	Teaching professionals
ZAF	Social Skills	0.3368384	4	"Legal, social & cultural professionals"
ZAF	Social Skills	0.3060188	5	Sales workers
AUT	Sociology and Anthropology	0.3157123	1	Teaching professionals
BEL	Sociology and Anthropology	0.3157123	1	Teaching professionals
BGR	Sociology and Anthropology	0.3157123	1	Teaching professionals
CHE	Sociology and Anthropology	0.3157123	1	Teaching professionals
CYP	Sociology and Anthropology	0.3157123	1	Teaching professionals
CZE	Sociology and Anthropology	0.2793396	1	Health professionals
DEU	Sociology and Anthropology	0.3157123	1	Teaching professionals
DNK	Sociology and Anthropology	0.3157123	1	Teaching professionals
EST	Sociology and Anthropology	0.3157123	1	Teaching professionals
GRC	Sociology and Anthropology	0.3157123	1	Teaching professionals
ESP	Sociology and Anthropology	0.3157123	1	Teaching professionals
FIN	Sociology and Anthropology	0.3157123	1	Teaching professionals
FRA	Sociology and Anthropology	0.3157123	1	Teaching professionals
HUN	Sociology and Anthropology	0.3157123	1	Teaching professionals
IRL	Sociology and Anthropology	0.3157123	1	Teaching professionals
ISL	Sociology and Anthropology	0.3157123	1	Teaching professionals
ITA	Sociology and Anthropology	0.3157123	1	Teaching professionals
LTU	Sociology and Anthropology	0.3157123	1	Teaching professionals
LUX	Sociology and Anthropology	0.3157123	1	Teaching professionals
LVA	Sociology and Anthropology	0.3157123	1	Teaching professionals
NLD	Sociology and Anthropology	0.3157123	1	Teaching professionals
NOR	Sociology and Anthropology	0.3157123	1	Teaching professionals
POL	Sociology and Anthropology	0.3157123	1	Teaching professionals
PRT	Sociology and Anthropology	0.3157123	1	Teaching professionals
ROU	Sociology and Anthropology	0.3157123	1	Teaching professionals
SWE	Sociology and Anthropology	0.3157123	1	Teaching professionals
SVN	Sociology and Anthropology	0.2793396	1	Health professionals
SVK	Sociology and Anthropology	0.2793396	1	Health professionals
GBR	Sociology and Anthropology	0.3157123	1	Teaching professionals
ZAF	Sociology and Anthropology	0.3157123	1	Teaching professionals
AUT	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
AUT	Sociology and Anthropology	0.2793396	3	Health professionals
AUT	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
AUT	Sociology and Anthropology	0.1852714	5	Health associate professionals
BEL	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
BEL	Sociology and Anthropology	0.2793396	3	Health professionals
BEL	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
BEL	Sociology and Anthropology	0.1852714	5	Health associate professionals
BGR	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
BGR	Sociology and Anthropology	0.2793396	3	Health professionals
BGR	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
BGR	Sociology and Anthropology	0.1852714	5	Health associate professionals
CHE	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
CHE	Sociology and Anthropology	0.2401377	3	"Legal, social & cultural associate professionals"
CHE	Sociology and Anthropology	0.1852714	4	Health associate professionals
CHE	Sociology and Anthropology	0.119451	5	Personal care workers
CYP	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
CYP	Sociology and Anthropology	0.2793396	3	Health professionals
CYP	Sociology and Anthropology	0.1639279	4	Business & admin professionals
CYP	Sociology and Anthropology	0.1385002	5	Protective services workers
CZE	Sociology and Anthropology	0.1852714	2	Health associate professionals
CZE	Sociology and Anthropology	0.1639279	3	Business & admin professionals
CZE	Sociology and Anthropology	0.119451	4	Personal care workers
CZE	Sociology and Anthropology	0.1106307	5	Managers
DEU	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
DEU	Sociology and Anthropology	0.2793396	3	Health professionals
DEU	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
DEU	Sociology and Anthropology	0.1639279	5	Business & admin professionals
DNK	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
DNK	Sociology and Anthropology	0.2793396	3	Health professionals
DNK	Sociology and Anthropology	0.1385002	4	Protective services workers
DNK	Sociology and Anthropology	0.1106307	5	Managers
EST	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
EST	Sociology and Anthropology	0.2793396	3	Health professionals
EST	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
EST	Sociology and Anthropology	0.1852714	5	Health associate professionals
GRC	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
GRC	Sociology and Anthropology	0.2793396	3	Health professionals
GRC	Sociology and Anthropology	0.1852714	4	Health associate professionals
GRC	Sociology and Anthropology	0.1639279	5	Business & admin professionals
ESP	Sociology and Anthropology	0.2793396	2	Health professionals
ESP	Sociology and Anthropology	0.1852714	3	Health associate professionals
ESP	Sociology and Anthropology	0.1639279	4	Business & admin professionals
ESP	Sociology and Anthropology	0.1385002	5	Protective services workers
FIN	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
FIN	Sociology and Anthropology	0.2793396	3	Health professionals
FIN	Sociology and Anthropology	0.1852714	4	Health associate professionals
FIN	Sociology and Anthropology	0.1639279	5	Business & admin professionals
FRA	Sociology and Anthropology	0.1852714	2	Health associate professionals
FRA	Sociology and Anthropology	0.1385002	3	Protective services workers
FRA	Sociology and Anthropology	0.1106307	4	Managers
FRA	Sociology and Anthropology	0.1071679	5	Science & engineering professionals
HUN	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
HUN	Sociology and Anthropology	0.2793396	3	Health professionals
HUN	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
HUN	Sociology and Anthropology	0.1852714	5	Health associate professionals
IRL	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
IRL	Sociology and Anthropology	0.2793396	3	Health professionals
IRL	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
IRL	Sociology and Anthropology	0.119451	5	Personal care workers
ISL	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
ISL	Sociology and Anthropology	0.2793396	3	Health professionals
ISL	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
ISL	Sociology and Anthropology	0.1639279	5	Business & admin professionals
ITA	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
ITA	Sociology and Anthropology	0.2793396	3	Health professionals
ITA	Sociology and Anthropology	0.1639279	4	Business & admin professionals
ITA	Sociology and Anthropology	0.1071679	5	Science & engineering professionals
LTU	Sociology and Anthropology	0.1852714	2	Health associate professionals
LTU	Sociology and Anthropology	0.1385002	3	Protective services workers
LTU	Sociology and Anthropology	0.119451	4	Personal care workers
LTU	Sociology and Anthropology	0.1071679	5	Science & engineering professionals
LUX	Sociology and Anthropology	0.2793396	2	Health professionals
LUX	Sociology and Anthropology	0.1852714	3	Health associate professionals
LUX	Sociology and Anthropology	0.1639279	4	Business & admin professionals
LUX	Sociology and Anthropology	0.1385002	5	Protective services workers
LVA	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
LVA	Sociology and Anthropology	0.2793396	3	Health professionals
LVA	Sociology and Anthropology	0.1852714	4	Health associate professionals
LVA	Sociology and Anthropology	0.1385002	5	Protective services workers
NLD	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
NLD	Sociology and Anthropology	0.2793396	3	Health professionals
NLD	Sociology and Anthropology	0.1852714	4	Health associate professionals
NLD	Sociology and Anthropology	0.1639279	5	Business & admin professionals
NOR	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
NOR	Sociology and Anthropology	0.2401377	3	"Legal, social & cultural associate professionals"
NOR	Sociology and Anthropology	0.1639279	4	Business & admin professionals
NOR	Sociology and Anthropology	0.1106307	5	Managers
POL	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
POL	Sociology and Anthropology	0.2401377	3	"Legal, social & cultural associate professionals"
POL	Sociology and Anthropology	0.1852714	4	Health associate professionals
POL	Sociology and Anthropology	0.1639279	5	Business & admin professionals
PRT	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
PRT	Sociology and Anthropology	0.2793396	3	Health professionals
PRT	Sociology and Anthropology	0.2401377	4	"Legal, social & cultural associate professionals"
PRT	Sociology and Anthropology	0.1852714	5	Health associate professionals
ROU	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
ROU	Sociology and Anthropology	0.2401377	3	"Legal, social & cultural associate professionals"
ROU	Sociology and Anthropology	0.1852714	4	Health associate professionals
ROU	Sociology and Anthropology	0.1639279	5	Business & admin professionals
SWE	Sociology and Anthropology	0.2793396	2	Health professionals
SWE	Sociology and Anthropology	0.1852714	3	Health associate professionals
SWE	Sociology and Anthropology	0.1639279	4	Business & admin professionals
SWE	Sociology and Anthropology	0.1106307	5	Managers
SVN	Sociology and Anthropology	0.1852714	2	Health associate professionals
SVN	Sociology and Anthropology	0.119451	3	Personal care workers
SVN	Sociology and Anthropology	0.1071679	4	Science & engineering professionals
SVK	Sociology and Anthropology	0.2401377	2	"Legal, social & cultural associate professionals"
SVK	Sociology and Anthropology	0.1852714	3	Health associate professionals
SVK	Sociology and Anthropology	0.1385002	4	Protective services workers
SVK	Sociology and Anthropology	0.119451	5	Personal care workers
GBR	Sociology and Anthropology	0.2793396	2	Health professionals
GBR	Sociology and Anthropology	0.119451	3	Personal care workers
GBR	Sociology and Anthropology	0.1106307	4	Managers
ZAF	Sociology and Anthropology	0.2822436	2	"Legal, social & cultural professionals"
ZAF	Sociology and Anthropology	0.2793396	3	Health professionals
ZAF	Sociology and Anthropology	0.1639279	4	Business & admin professionals
ZAF	Sociology and Anthropology	0.1385002	5	Protective services workers
AUT	Sound Localization	0.1582621	1	Drivers & mobile plant operators
BEL	Sound Localization	0.1171545	1	Protective services workers
BGR	Sound Localization	0.1171545	1	Protective services workers
CHE	Sound Localization	0.1582621	1	Drivers & mobile plant operators
CYP	Sound Localization	0.1582621	1	Drivers & mobile plant operators
CZE	Sound Localization	0.1582621	1	Drivers & mobile plant operators
DEU	Sound Localization	0.1582621	1	Drivers & mobile plant operators
DNK	Sound Localization	0.1582621	1	Drivers & mobile plant operators
EST	Sound Localization	0.1582621	1	Drivers & mobile plant operators
GRC	Sound Localization	0.1171545	1	Protective services workers
ESP	Sound Localization	0.1582621	1	Drivers & mobile plant operators
FIN	Sound Localization	0.1582621	1	Drivers & mobile plant operators
FRA	Sound Localization	0.1171545	1	Protective services workers
IRL	Sound Localization	0.1582621	1	Drivers & mobile plant operators
ISL	Sound Localization	0.1582621	1	Drivers & mobile plant operators
ITA	Sound Localization	0.1582621	1	Drivers & mobile plant operators
LTU	Sound Localization	0.1582621	1	Drivers & mobile plant operators
LUX	Sound Localization	0.1582621	1	Drivers & mobile plant operators
NLD	Sound Localization	0.1582621	1	Drivers & mobile plant operators
NOR	Sound Localization	0.1582621	1	Drivers & mobile plant operators
POL	Sound Localization	0.1582621	1	Drivers & mobile plant operators
PRT	Sound Localization	0.1582621	1	Drivers & mobile plant operators
ROU	Sound Localization	0.1171545	1	Protective services workers
SWE	Sound Localization	0.1582621	1	Drivers & mobile plant operators
SVN	Sound Localization	0.1582621	1	Drivers & mobile plant operators
SVK	Sound Localization	0.1582621	1	Drivers & mobile plant operators
GBR	Sound Localization	0.1171545	1	Protective services workers
ZAF	Sound Localization	0.1582621	1	Drivers & mobile plant operators
AUT	Sound Localization	0.1171545	2	Protective services workers
AUT	Sound Localization	0.1017474	3	Electrical & electronic trades workers
BEL	Sound Localization	0.1037475	2	Metal & machinery trades workers
BGR	Sound Localization	0.1017474	2	Electrical & electronic trades workers
CHE	Sound Localization	0.1171545	2	Protective services workers
CHE	Sound Localization	0.1037475	3	Metal & machinery trades workers
CYP	Sound Localization	0.1037475	2	Metal & machinery trades workers
CYP	Sound Localization	0.1017474	3	Electrical & electronic trades workers
CZE	Sound Localization	0.1171545	2	Protective services workers
DNK	Sound Localization	0.1171545	2	Protective services workers
